id,titolo,descrizione,programma,tipo,stato,data_apertura,data_chiusura,budget_totale,contributo_max,beneficiari,settore,keywords,ente,link
,Low cost Fused Filament Fabrication of high performance thermoplastics for structural applications,Clean Sky 2 Call for Proposals 03,31045243,1,31094503,2016-03-22T00:00:00.000+0000,2016-06-02T00:00:00.000+0000,,,,,"Manufacturing and fabrication technology, Materials engineering, Composites (including laminates, reinforced plasti, Fused Filament Fabrication, Structural Applications",H2020-CS2-CFP03-2016-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Research into enhanced track and switch and crossing system,SHIFT2RAIL JOINT UNDERTAKING CALL FOR PROPOSALS 2016,31045243,1,31094503,2015-12-17T00:00:00.000+0000,2016-03-17T00:00:00.000+0000,,,,,"Rail infrastructure, Transport engineering, enhanced switches and crossings, bridges and tunnels, noise and vibrations",H2020-S2RJU-2016-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Climate Change Adaptation,LIFE Subprogramme Climate Action,43252405,1,31094503,2022-05-17T00:00:00.000+0000,2022-10-04T00:00:00.000+0000,,,,,,LIFE-2022-SAP-CLIMA,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Smart applications for transport - ITS – studies,CEF 2 Transport - Actions related to smart and interoperable mobility – General envelope,43251567,1,31094503,2021-09-16T00:00:00.000+0000,2022-01-19T00:00:00.000+0000,,,,,,CEF-T-2021-SIMOBGEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Rail – works or mixed,CEF 2 Transport - Projects on the Comprehensive Network – General envelope,43251567,1,31094503,2021-09-16T00:00:00.000+0000,2022-01-19T00:00:00.000+0000,,,,,,CEF-T-2021-COMPGEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Removing interoperability barriers– studies,CEF 2 Transport - Actions related to smart and interoperable mobility – General envelope,43251567,1,31094503,2021-09-16T00:00:00.000+0000,2022-01-19T00:00:00.000+0000,,,,,,CEF-T-2021-SIMOBGEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Increased performance of technologies for local heating and cooling solutions ,"BUILDING A LOW-CARBON, CLIMATE RESILIENT FUTURE: SECURE, CLEAN AND EFFICIENT ENERGY",31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-02-13T00:00:00.000+0000,,,,,"International cooperation, Contractual public-private partnership, Accelerating Clean Energy Innovation, EeB, Renewable heating & cooling",H2020-LC-SC3-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Expert network on Critical raw materials (CSA),RESILIENT VALUE CHAINS 2023,43108390,1,31094503,2022-12-08T00:00:00.000+0000,2023-04-20T00:00:00.000+0000,,,,,"Environmental engineering, Civil engineering, Chemical engineering, Mining and mineral processing, resource management",HORIZON-CL4-2023-RESILIENCE-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support for the enhancement of the impact of SPIRE PPP projects,Industry 2020 in the Circular Economy,31045243,1,31094503,2016-09-20T00:00:00.000+0000,2017-01-19T00:00:00.000+0000,,,,,"Contractual public-private partnership, Financial Engineering, SPIRE, Open Innovation, Public Private Partnerships (PPP)",H2020-IND-CE-2016-17,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Impact monitoring of EU Aviation R&I,Clean and competitive solutions for all transport modes,43108390,1,31094503,2023-12-07T00:00:00.000+0000,2024-04-18T00:00:00.000+0000,,,,,"Sustainable transport - general, Synergies with Horizon Europe Partnerships (Clean Aviation, SESAR, Clean Hydrogen), EASA and Eurocontrol, toolbox, impact assessment, aviation, research policy",HORIZON-CL5-2024-D5-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,supporting preparatory actions in the field of Earth Observation applications,CLUSTER GO INTERNATIONAL ,31059643,1,31094503,2017-03-23T00:00:00.000+0000,2017-05-23T00:00:00.000+0000,,,,,,COS-CLUSINT-2016-03-01,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Strategic collaboration in health research and innovation between EU and China,"Better Health and care, economic growth and sustainable health systems",31045243,1,31094503,2017-11-07T00:00:00.000+0000,2018-04-18T00:00:00.000+0000,,,,,"International cooperation, Competitiveness, innovation, research and developm, Health policy and services, Research management, Policy makers",H2020-SC1-BHC-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,New therapies for chronic non-communicable diseases,Personalising health and care,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-03-11T00:00:00.000+0000,,,,,"Clinical medicine, Clinical research, Gender, Therapy, Clinical Pharmacology",H2020-PHC-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Improvement and adaptation of industrial crop varieties and novel sources of biomass to diversify biomass feedstock for biorefineries,BIO BASED INDUSTRIES PPP,31045243,1,31094503,2016-04-19T00:00:00.000+0000,2016-09-08T00:00:00.000+0000,,,,,"Bioproducts (products that are manufactured using, Bioprocessing technologies (industrial processes r, Chemical engineering (plants, products), Soil conservation, Agriculture related to crop production, soil biolo",H2020-BBI-JTI-2016,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Soil quality and function,Sustainable Food Security ,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-03-12T00:00:00.000+0000,,,,,"Agrobiodiversity, International cooperation, Ecological intensification, Organic farming, Plant cropping systems",H2020-SFS-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Support to policies and international cooperation for e-infrastructures,Support to policy and international cooperation,31045243,1,31094503,2015-12-08T00:00:00.000+0000,2016-03-30T00:00:00.000+0000,,,,,"Open Science, Social sciences and humanities, International cooperation, e-infrastructure international cooperation, policy coordination",H2020-INFRASUPP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Policy and international cooperation measures for research infrastructures,Support to policy and international cooperation,31045243,1,31094503,2015-12-08T00:00:00.000+0000,2016-03-30T00:00:00.000+0000,,,,,"International cooperation, Social sciences and humanities, infrastructure stakeholders, infrastructure landscape, ESFRI",H2020-INFRASUPP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Cybersecurity, Trustworthy ICT",ICT 2014 - Information and Communications Technologies,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-04-23T00:00:00.000+0000,,,,,"IT Security, Cryptology, security, privacy, quantum crypto, Privacy, Security, Trustworthy ICT",H2020-ICT-2014,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Tools and technologies for advanced therapies,Personalising health and care,31045243,1,31094503,2014-07-30T00:00:00.000+0000,2014-10-14T00:00:00.000+0000,,,,,"ATMP, GMP, Advanced therapies, Tissue engineering, Stem cells",H2020-PHC-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Large scale energy storage,CALL FOR COMPETITIVE LOW-CARBON ENERGY,31045243,1,31094503,2014-12-10T00:00:00.000+0000,2015-05-05T00:00:00.000+0000,,,,,"Energy storage, Energy systems (production, distribution, applicat, Transmission grid integration, Electricity storage, Smart grids; economic models",H2020-LCE-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Upgrading smartness of existing buildings through innovations for legacy equipment,"BUILDING A LOW-CARBON, CLIMATE RESILIENT FUTURE: SECURE, CLEAN AND EFFICIENT ENERGY",31045243,1,31094503,2019-03-12T00:00:00.000+0000,2019-09-10T00:00:00.000+0000,,,,,"EeB, Social sciences and humanities, Accelerating Clean Energy Innovation, Contractual public-private partnership, Responsible Research and Innovation",H2020-LC-SC3-2018-2019-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"New technologies for utilization of heat recovery in large industrial systems, considering the whole energy cycle from heat production to transformation, delivery and end use",Energy Efficiency,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-03-20T00:00:00.000+0000,,,,,"Industrial processes, Energy efficient industry, Y, Contractual public-private partnership, Energy end-use efficiency and energy services",H2020-EE-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Preparing and promoting innovation procurement for soil decontamination,"Growing a Low Carbon, Resource Efficient Economy with a Sustainable Supply of Raw Materials",31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-04-08T00:00:00.000+0000,,,,,"Soil contamination, Innovation Procurement, Soil management, Soil protection, Soil pollution (FN/I3)",H2020-SC5-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Adaptable envelopes integrated in building refurbishment projects,Call for Energy-efficient Buildings,31045243,1,31094503,2013-12-11T00:00:00.000+0000,2014-03-20T00:00:00.000+0000,,,,,"EeB, Contractual public-private partnership, EeB, Building envelope, Greenhouse gas emissions",H2020-EeB-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EGNSS applications,Applications in Satellite Navigation- Galileo 2014-2015,31045243,1,31094503,2014-11-04T00:00:00.000+0000,2015-04-08T00:00:00.000+0000,,,,,"GALILEO, Space services and products, Global Satellite Navigation System (GNSS) / Servic, EGNOS - European Geostationary Navigation Overlay, EGNOS",H2020-Galileo-GSA-2014-2015,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Maritime ports – studies, works or mixed",CEF 2 Transport - Projects on the Comprehensive Network – Cohesion envelope,43251567,1,31094503,2022-09-13T00:00:00.000+0000,2023-01-18T00:00:00.000+0000,,,,,,CEF-T-2022-COMPCOEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Improving transport infrastructure resilience - studies, works or mixed",CEF 2 Transport - Actions related to safe and secure mobility - Cohesion envelope,43251567,1,31094503,2022-09-13T00:00:00.000+0000,2023-01-18T00:00:00.000+0000,,,,,,CEF-T-2022-SAFEMOBCOEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Infrared detectors,Optronics and radar technologies,44181033,1,31094503,2021-09-09T00:00:00.000+0000,2021-12-09T00:00:00.000+0000,,,,,"SWIR, IR detector, detection, MWIR, pitch",EDF-2021-SENS-R,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,A better access to industrial technologies developed overseas  ,For a better innovation support to SMEs,31045243,1,31094503,2016-11-08T00:00:00.000+0000,2017-03-28T00:00:00.000+0000,,,,,"International cooperation, USA, Korea, Japan",H2020-INNOSUP-2016-2017,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Increased production capacity for powders with strong focus on reduction of lead production time,Call for proposals focused on the increase of production capacities for powders,44181033,1,31094503,2023-10-18T00:00:00.000+0000,2023-12-13T00:00:00.000+0000,,,,,,EDF-ASAP-2023-LS-POW,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Knowledge Network Partnership,Union Civil Protection Knowledge Network Partnership,43298203,1,31094503,2022-03-17T00:00:00.000+0000,2022-06-09T00:00:00.000+0000,,,,,"Union Civil Protection Mechanism, Prevention and Preparedness, disaster risk management, Knowledge Network Partnership, Knowledge Network",UCPM-2022-KN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Space traffic management,Space 2018-2020,31045243,1,31094503,2019-11-05T00:00:00.000+0000,2020-03-05T00:00:00.000+0000,,,,,"Protection of assets in and from Space, SSA - Space Situatonal Awareness",H2020-SPACE-2018-2020,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,Safe and secure parking infrastructure - works,CEF 2 Transport - Actions related to safe and secure mobility - Cohesion envelope,43251567,1,31094503,2022-09-13T00:00:00.000+0000,2023-01-18T00:00:00.000+0000,,,,,,CEF-T-2022-SAFEMOBCOEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,#BeActive - Workplace award,#BeActive Awards,43353764,1,31094503,2022-03-15T00:00:00.000+0000,2022-05-19T00:00:00.000+0000,,,,,"Be Active, BeActive, Workplace, Physical activity, Sport",ERASMUS-SPORT-2022-BE-ACTIVE-AWARDS,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,"Removing interoperability barriers - studies, works or mixed",CEF 2 Transport - Actions related to smart and interoperable mobility – General envelope,43251567,1,31094503,2022-09-13T00:00:00.000+0000,2023-01-18T00:00:00.000+0000,,,,,Digital Agenda,CEF-T-2022-SIMOBGEN,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
,EU-US Collaboration for advanced wireless platforms,Information and Communication Technologies,31045243,1,31094503,2017-10-31T00:00:00.000+0000,2018-04-17T00:00:00.000+0000,,,,,"Network technologies / Internetworking, Communication engineering and systems telecommunic, Optical Communications, International cooperation, Internet architectures",H2020-ICT-2018-20,https://ec.europa.eu/info/funding-tenders/opportunities/portal/screen/opportunities/topic-details/
